pl_name,pl_eqt,pl_insol,st_teff,st_rad,habitable
Kepler-214 c,524.0,17.883,5806.0,1.01,0
Kepler-215 b,906.0,129.534,5743.0,0.99,0
Kepler-215 c,894.0,111.11,4700.0,0.7,0
Kepler-215 d,2362.0,282.319928,5869.0,1.02,0
Kepler-215 e,1133.0,275.0,5669.0,0.919,0
Kepler-216 b,561.0,16.851,6335.0,1.4,0
Kepler-216 c,744.0,72.44,5241.0,0.81,0
Kepler-217 b,1276.0,562.217,5331.0,0.84,0
Kepler-217 c,602.0,61.323,5346.0,0.84,0
Kepler-217 d,384.0,4.716,5001.0,0.77,0
Kepler-218 b,879.0,94.607,4830.0,0.73,0
Kepler-218 c,867.0,133.56,5482.0,0.89,0
Kepler-218 d,495.0,20.627,6095.0,1.22,0
Kepler-219 b,377.0,6.93,6095.0,1.22,0
Kepler-219 c,544.0,8.57,5533.0,0.89,0
Kepler-219 d,692.0,54.19,5471.0,0.85,0
Kepler-22 b,997.0,216.094,4781.0,0.76,0
Kepler-220 b,486.0,10.519,5769.0,0.96,0
Kepler-220 c,722.0,47.032,5539.0,0.86,0
Kepler-220 d,379.0,4.957,4861.0,0.75,0
Kepler-220 e,455.0,10.16,5612.0,0.91,0
Kepler-221 b,459.0,20.174,5409.0,0.83,0
Kepler-221 c,616.0,31.702,5718.0,0.97,0
Kepler-221 d,857.0,124.072,5665.0,0.93,0
Kepler-221 e,573.0,51.95,5508.0,0.87,0
Kepler-222 b,841.0,126.203,5679.0,0.94,0
Kepler-222 c,782.0,58.442,5403.0,0.86,0
Kepler-222 d,582.0,27.2,5211.0,0.895,0
Kepler-223 b,927.0,178.832,5699.0,1.41,0
Kepler-223 c,360.0,3.97,5857.0,1.02,1
Kepler-223 d,340.0,2.472,4834.0,0.73,1
Kepler-223 e,369.0,5.046,5730.0,0.99,1
Kepler-224 b,410.0,5.84,5416.0,0.99,0
Kepler-224 c,873.0,121.04,5416.0,0.99,0
Kepler-224 d,545.0,21.531,4990.0,0.76,0
Kepler-224 e,664.0,33.091,5350.0,0.84,0
Kepler-225 b,1056.0,307.058,6040.0,1.15,0
Kepler-225 c,769.0,124.911,4963.0,0.75,0
Kepler-226 b,749.0,73.59,5421.0,0.86,0
Kepler-226 c,1912.0,165.868,7005.0,1.2882280000000002,0
Kepler-226 d,711.0,57.524,5690.0,1.02,0
Kepler-227 b,1391.0,129.223,4755.0,0.72,0
Kepler-227 c,642.0,40.4,5582.0,0.9,0
Kepler-228 b,689.0,53.823,5478.0,0.86,0
Kepler-228 c,802.0,83.494,5461.0,0.87,0
Kepler-228 d,652.0,43.916,5427.0,0.84,0
Kepler-229 b,393.0,4.98,5886.0,1.15,0
Kepler-229 c,391.0,10.972,5840.0,1.02,0
Kepler-229 d,638.0,39.1,5178.0,0.8,0
Kepler-23 b,258.0,1.05,5178.0,0.8,0
Kepler-23 c,745.0,103.909,4598.0,0.7,0
Kepler-23 d,644.0,58.15,4598.0,0.7,0
Kepler-230 b,465.0,10.166,5214.0,0.82,0
Kepler-230 c,1270.0,564.581,5214.0,0.82,0
Kepler-231 b,1328.0,767.964,5779.0,0.98,0
Kepler-231 c,464.0,11.111,4290.0,0.71,0
Kepler-232 b,1087.0,82.766,5431.0,0.85,0
Kepler-232 c,1060.0,266.514,6146.0,1.22,0
Kepler-233 b,402.0,7.892,5213.0,0.78,0
Kepler-233 c,577.0,28.511,3687.0,0.5,0
Kepler-234 b,1599.0,328.698,4897.0,0.75,0
Kepler-234 c,1168.0,439.8,4883.0,1.667,0
Kepler-235 b,324.0,2.661,5232.0,0.83,1
Kepler-235 c,544.0,13.955,5315.0,0.83,0
Kepler-235 d,546.0,20.99,6002.0,1.09,0
Kepler-235 e,792.0,77.841,5310.0,0.83,0
Kepler-236 b,1592.0,234.531216,5539.0,1.11,0
Kepler-236 c,845.0,170.137,5935.0,1.06,0
Kepler-237 b,1103.0,337.471,5718.0,0.96,0
Kepler-237 c,955.0,185.203,6139.0,1.29,0
Kepler-238 b,485.0,30.997,6052.0,1.08,0
Kepler-238 c,484.0,13.991,5610.0,0.93,0
Kepler-238 d,323.0,2.4,5434.0,0.85,1
Kepler-238 e,465.0,10.857,5642.0,0.98,0
Kepler-238 f,351.0,3.853,5637.0,0.91,1
Kepler-239 b,368.0,6.56,4005.0,0.53,1
Kepler-239 c,805.0,74.35,5074.0,0.78,0
Kepler-24 b,810.0,108.042,4782.0,0.73,0
Kepler-24 c,903.0,108.3,5948.0,1.08,0
Kepler-24 d,2386.0,164.987032,5948.0,1.08,0
Kepler-24 e,260.0,1.371,4392.0,0.61,0
Kepler-240 b,510.0,15.291,4944.0,0.74,0
Kepler-240 c,352.0,3.954,3843.0,0.54,1
Kepler-241 b,957.0,243.984,3934.0,0.54,0
Kepler-241 c,517.0,11.92,5206.0,0.8,0
Kepler-242 b,1272.0,723.081,6014.0,1.14,0
Kepler-242 c,1709.0,306.30578,6150.0,1.56,0
Kepler-243 b,1020.0,409.917,6058.0,1.18,0
Kepler-243 c,1355.0,740.173,6237.0,1.65,0
Kepler-244 b,998.0,149.3748,3842.0,0.604,0
Kepler-244 c,330.0,4.8402,4263.4,0.274,1
Kepler-244 d,620.0,24.5,4430.0,0.3155,0
Kepler-245 b,526.0,12.7,3884.8,0.3155,0
Kepler-245 c,416.0,4.97,4110.412,0.3155,0
Kepler-245 d,347.0,2.4,4376.4,0.3155,1
Kepler-245 e,285.0,1.1,4117.2,0.3155,1
Kepler-246 b,226.0,0.43,4273.0,0.2159,0
Kepler-246 c,422.0,5.3,4538.8,0.2159,0
Kepler-247 b,595.0,23.3722,4656.8,0.246,0
Kepler-247 c,830.44,94.3,4282.4,0.329,0
Kepler-247 d,510.9,13.5,4265.96,0.329,0
Kepler-248 b,462.95,9.1,4365.697999999999,0.329,0
Kepler-248 c,617.0,26.3712,3643.0,0.501,0
Kepler-249 b,805.0,70.1,4640.4,0.189,0
Kepler-249 c,586.0,20.8,4138.4,0.2789,0
Kepler-249 d,1500.0,383.59556,4526.0,0.308,0
Kepler-25 b,700.0,38.5441,3950.0,0.584,0
Kepler-25 c,564.3,24.14,4163.4,0.182,0
Kepler-25 d,324.4,2.637,4913.4,0.182,1
Kepler-250 b,395.5,5.83,3970.4,0.182,0
Kepler-250 c,396.0,4.09,3995.2,0.1556,0
Kepler-250 d,272.0,0.906,3961.2,0.1556,0
Kepler-251 b,431.0,5.7,4295.0,0.271,0
Kepler-251 c,508.0,10.9,4277.0,0.265,0
Kepler-251 d,903.0,111.0,4576.8,0.38,0
Kepler-251 e,359.0,2.76,4401.4,0.38,1
Kepler-252 b,1978.0,286.17260799999997,5443.0,0.949,0
Kepler-252 c,2594.3,173.10690099381952,5478.352501167678,0.9586832829524681,0
Kepler-253 b,2250.0,427.91168,6350.2,1.79,0
Kepler-253 c,34.0,0.04454,4222.0,0.6101436,0
Kepler-253 d,500.0,22.501600000000003,7314.0,0.21328,0
Kepler-254 b,683.0,52.6645,6000.0,1.0213999999999999,0
Kepler-254 c,790.0,65.3,3916.0,0.573,0
Kepler-254 d,1332.0,637.9235199999999,4600.0,0.697,0
Kepler-255 b,435.0,9.242,5050.0,0.832,0
Kepler-255 c,1257.0,416.0,5690.0,1.589,0
Kepler-255 d,1605.0,328.57097999999996,5819.0,1.788,0
Kepler-256 b,1143.0,191.782,5187.0,0.842,0
Kepler-256 c,1146.0,425.0,5600.0,0.954,0
Kepler-256 d,1177.0,480.0,5550.0,1.213,0
Kepler-256 e,1457.0,436.665956,5650.0,1.337,0
Kepler-257 b,1381.0,845.0,5610.0,1.392,0
Kepler-257 c,1468.0,328.57097999999996,6478.0,1.702,0
Kepler-257 d,688.0,6.7645,5980.0,1.78,0
Kepler-258 b,1357.0,514.2853,4660.0,0.86,0
Kepler-258 c,1327.0,745.1318,6057.0,1.24,0
Kepler-259 b,1499.0,391.83,5820.0,1.64,0
Kepler-259 c,1101.0,323.7498,5321.0,0.86,0
Kepler-26 b,1331.0,523.0,5550.0,1.16,0
Kepler-26 c,1783.0,187.88119999999998,5700.0,1.77,0
Kepler-26 d,1434.44,304.19739999999996,5600.0,0.93,0
Kepler-26 e,500.0,172.857,5455.0,0.913,0
Kepler-260 b,1410.0,643.0,5710.0,1.7,0
Kepler-260 c,1750.0,205.40324,5680.0,1.0192,0
Kepler-261 b,1991.0,283.94364,6240.4,1.47,0
Kepler-261 c,624.0,60.9858,6134.0,1.367,0
Kepler-262 b,451.0,9.8437,4717.0,0.753,0
Kepler-262 c,1650.0,886.9841,5143.0,0.84,0
Kepler-263 b,952.0,101.253,4987.0,0.739,0
Kepler-263 c,1283.9,339.508208,4730.0,0.754,0
Kepler-264 b,1345.0,503.0,5241.0,0.98,0
Kepler-264 c,1448.0,729.0,6330.0,1.38,0
Kepler-265 b,55.0,0.04454,4222.0,0.6101436,0
Kepler-265 c,50.0,0.04454,4222.0,0.6101436,0
Kepler-265 d,82.0,0.04454,4222.0,0.6101436,0
Kepler-265 e,59.0,0.04454,4222.0,0.6101436,0
Kepler-266 b,1702.0,435.86543199999994,5950.0,1.17,0
Kepler-266 c,1019.0,203.5587,5040.0,0.83,0
Kepler-267 b,1342.0,528.4147,4790.0,0.774,0
Kepler-267 c,2013.0,230.81513999999999,6210.0,1.32,0
Kepler-267 d,1550.0,247.524256,5924.0,1.14,0
Kepler-268 b,1686.0,328.57098,6325.0,1.64,0
Kepler-268 c,2212.0,229.315344,6050.0,1.363,0
Kepler-269 b,2034.0,310.403512,6933.0,1.53,0
Kepler-269 c,2175.0,372.7434,4530.8,0.232692,0
Kepler-27 b,1204.0,398.4141,3972.0,1.26,0
Kepler-27 c,995.0,219.8858,3972.0,1.26,0
Kepler-27 d,481.0,17.1024,6407.0,1.734,0
Kepler-270 b,295.1,1.2,5734.0,0.949,1
Kepler-270 c,218.0,0.641,3851.0,0.141,0
Kepler-271 b,282.0,1.814,3853.4,0.141,1
Kepler-271 c,1418.0,382.328,5013.0,0.803,0
Kepler-271 d,1955.0,269.865108,6124.0,1.254,0
Kepler-272 b,1344.0,713.72352,4645.0,0.776,0
Kepler-272 c,1681.0,337.713636,6007.0,1.272,0
Kepler-272 d,1385.0,614.0,5215.0,0.849,0
Kepler-273 b,1415.0,669.0,5747.0,1.076,0
Kepler-273 c,1006.0,174.9015,5052.0,0.722,0
Kepler-274 b,2053.0,310.403512,6387.0,1.564,0
Kepler-274 c,1457.0,698.148,5738.0,1.315,0
Kepler-275 b,1134.0,210.669,4309.0,0.696,0
Kepler-275 c,1975.0,427.54252,6275.6,1.33658,0
Kepler-275 d,301.0,1.38,3991.6,0.1967,1
Kepler-276 b,682.0,36.2,4041.0,0.569,0
Kepler-276 c,553.0,15.54,4689.346,0.7058718,0
Kepler-276 d,703.0,40.3,5844.0,1.016,0
Kepler-277 b,200.0,0.21,5844.0,1.016,0
Kepler-277 c,974.0,83.3856,5788.0,1.088,0
Kepler-278 b,1775.0,152.17798,5993.0,1.1019999999999999,0
Kepler-278 c,805.5,2.28,5756.0,1.086,0
Kepler-279 b,1250.0,712.7642000000001,5638.0,0.909,0
Kepler-279 c,1050.0,260.4434,5638.0,0.909,0
Kepler-279 d,872.0,111.0292,4591.8,0.5299,0
Kepler-279 e,517.2,17.956200000000003,5757.0,1.15,0
Kepler-28 b,635.0,28.75178,3998.0,0.911,0
Kepler-28 c,1364.0,575.597,5475.0,0.92,0
Kepler-280 b,1135.0,246.0,6146.0,1.264,0
Kepler-280 c,719.0,39.7,6146.0,1.264,0
Kepler-281 b,853.0,88.0718,6122.0,1.17,0
Kepler-281 c,1077.0,232.0,5328.0,0.84,0
Kepler-281 d,859.0,95.0,5328.0,0.84,0
Kepler-282 b,784.0,62.9,4734.0,0.726,0
Kepler-282 c,634.0,26.8,4734.0,0.726,0
Kepler-282 d,1323.0,509.2,3875.0,0.581,0
Kepler-282 e,1728.0,532.0,6311.0,1.81,0
Kepler-283 b,1538.0,928.0,5635.0,1.05,0
Kepler-283 c,1210.0,355.0,5635.0,1.05,0
Kepler-284 b,978.0,152.0,5635.0,1.05,0
Kepler-284 c,825.0,78.1,4360.0,0.697,0
Kepler-285 b,650.0,30.0,4360.0,0.697,0
Kepler-285 c,1074.28,254.894,5962.7,1.15,0
Kepler-286 b,1216.0,454.4644,5770.0,0.968,0
Kepler-286 c,1062.0,232.392,5770.0,0.968,0
Kepler-286 d,843.0,626.362,5770.0,0.968,0
Kepler-286 e,737.0,48.4771,5770.0,0.968,0
Kepler-287 b,658.0,26.4328,5770.0,0.968,0
Kepler-287 c,574.0,36.366200000000006,5770.0,0.968,0
Kepler-288 b,868.0,132.0,5350.0,0.934,0
Kepler-288 c,713.83,52.02,5030.0,0.76,0
Kepler-288 d,638.18,36.97,4738.0,0.73,0
Kepler-289 b,1942.12,168.71020000000001,6054.0,1.1776,0
Kepler-289 c,715.47,57.54,4534.0,0.69,0
Kepler-289 d,1264.29,203.685,5394.0,0.9608,0
Kepler-289 e,1486.0,324.114,5710.0,1.45,0
Kepler-29 b,703.0,40.6,4594.2,0.508,0
Kepler-29 c,1361.2,572.2,5737.0,1.179,0
Kepler-290 b,743.6,51.0,5737.0,1.179,0
Kepler-290 c,471.0,8.8,4075.0,0.334,0
Kepler-290 d,440.0,6.06,5592.0,1.031,0
Kepler-291 b,541.0,13.9295,4112.2,0.404,0
Kepler-291 c,303.12,1.9952,4106.6,0.404,1
Kepler-292 b,243.77,3.21,3872.0,0.56,0
Kepler-292 c,688.61,53.1389,5696.0,1.15281,0
Kepler-292 d,329.6,1.93,4056.4,0.476,1
Kepler-292 e,708.0,53.8795,5660.0,0.877,0
Kepler-292 f,775.0,60.3,3997.0,0.619,0
Kepler-293 b,1133.0,442.0,4089.0,0.58,0
Kepler-293 c,695.0,63.0,4089.0,0.58,0
Kepler-294 b,450.0,17.2664,4739.4,0.511,0
Kepler-294 c,714.86,56.63,4599.0,0.721,0
Kepler-295 b,955.0,196.0,5151.0,0.86,0
Kepler-295 c,862.49,129.0,5213.0,0.8649,0
Kepler-295 d,587.77,28.0,5213.0,0.8649,0
Kepler-296 b,463.98,11.0,5213.0,0.8649,0
Kepler-296 c,952.09,202.0739,5205.0,0.8686,0
Kepler-296 d,726.89,48.6058,5497.0,0.9785,0
Kepler-296 e,1037.0,185.0,5320.0,0.848,0
Kepler-296 f,827.8,77.59,5320.0,0.848,0
Kepler-297 b,638.1,26.7,5320.0,0.848,0
Kepler-297 c,963.0,153.1389,4775.0,0.711,0
Kepler-297 d,871.0,95.58,4227.0,0.672,0
Kepler-298 b,651.0,29.81,4227.0,0.672,0
Kepler-298 c,499.0,10.32,4227.0,0.672,0
Kepler-298 d,415.0,4.72,4263.4,0.4232,0
Kepler-299 b,346.0,2.42,4376.4,0.4232,1
Kepler-299 c,288.0,1.3,3944.2,0.4232,1
Kepler-299 d,918.9,91.0972,5300.0,0.92,0
Kepler-299 e,1004.9,231.2034,5499.0,0.8521,0
Kepler-30 b,975.0,120.595,5065.0,0.7934,0
Kepler-30 c,697.0,62.0884,5065.0,0.7934,0
Kepler-30 d,1211.0,225.013,5690.0,1.06,0
Kepler-300 b,407.87,6.5402,3799.0,0.573,0
Kepler-300 c,759.0,74.7359,5457.0,0.8426,0
Kepler-301 b,1344.51,182.406,6086.0,1.13,0
Kepler-301 c,1203.44,283.733112,5388.0,0.9583,0
Kepler-301 d,1392.74,311.498,5718.0,1.5566,0
Kepler-302 b,2360.0,328.57097999999996,6280.0,1.7,0
Kepler-302 c,1414.84,328.57097999999996,5567.0,1.7031,0
Kepler-303 b,1278.0,732.0077,5752.0,1.4536,0
Kepler-303 c,737.36,72.55,4820.0,0.732,0
Kepler-304 b,1395.0,860.0,5397.0,0.9,0
Kepler-304 c,1679.0,173.42239999999998,6274.0,1.2778000000000003,0
Kepler-304 d,254.65,0.9938,5723.2,1.313,0
Kepler-304 e,1324.0,468.5415,5099.0,0.78,0
Kepler-305 b,928.0,102.6644,5099.0,0.78,0
Kepler-305 c,1400.0,371.39884800000004,5464.0,0.83,0
Kepler-305 d,1000.0,183.6642,5464.0,0.83,0
Kepler-305 e,615.03,34.68,5735.0,1.0235,0
Kepler-306 b,327.4,1.771,5735.0,1.0235,1
Kepler-306 c,561.17,22.4219,4570.0,0.7007,0
Kepler-306 d,1293.0,465.179,6117.0,1.53,0
Kepler-306 e,1864.0,373.226116,6117.0,1.53,0
Kepler-307 b,1236.7,565.5415,4635.0,0.7558,0
Kepler-307 c,976.4,266.85,4115.0,0.614,0
Kepler-308 b,1517.0,883.0,4884.0,0.793,0
Kepler-308 c,957.0,139.0,5510.0,0.923,0
Kepler-309 b,870.0,90.5151,5840.0,1.019,0
Kepler-309 c,628.0,36.0974,5840.0,1.019,0
Kepler-31 b,2370.0,173.10690099381952,5478.352501167678,0.9586832829524681,0
Kepler-31 c,794.23,82.0,6008.0,1.17,0
Kepler-31 d,971.0,145.0,5230.0,0.82,0
Kepler-310 b,794.0,65.0,5230.0,0.82,0
Kepler-310 c,748.4,68.4355,5841.0,1.6184,0
Kepler-310 d,1072.0,207.0242,4814.6,0.31,0
Kepler-311 b,520.66,16.8576,5224.0,0.7511,0
Kepler-311 c,2130.02,195.898112,5460.0,0.9105,0
Kepler-311 d,426.0,5.45,4305.4,0.38,0
Kepler-312 b,722.0,44.9493,4354.2,0.483,0
Kepler-312 c,533.0,11.88518,4163.2,0.483,0
Kepler-313 b,723.33,53.0216,5801.0,1.0162,0
Kepler-313 c,326.0,1.8,3853.4,0.275,1
Kepler-314 b,944.2,132.6,4975.0,0.72,0
Kepler-314 c,819.8,75.3,4975.0,0.72,0
Kepler-315 b,506.07,18.13,3834.0,0.491,0
Kepler-315 c,683.5,36.4,4391.0,0.3714,0
Kepler-316 b,338.1,2.13,4151.2,0.3714,1
Kepler-316 c,734.0,46.3,3709.0,0.469,0
Kepler-317 b,373.0,3.35,3709.0,0.469,1
Kepler-317 c,891.0,110.0201,5100.0,0.84,0
Kepler-318 b,662.0,48.42399999999999,5100.0,0.84,0
Kepler-318 c,918.0,261.013,5597.0,1.048,0
Kepler-319 b,1404.5,750.922,6255.0,1.526,0
Kepler-319 c,1839.0,238.161052,6520.0,1.14,0
Kepler-319 d,2546.0,505.7220440000001,7299.0,1.4800799999999998,0
Kepler-32 b,1588.0,106.12633600000001,5404.0,1.167,0
Kepler-32 c,1493.97,136.9468,5982.0,1.043,0
Kepler-32 d,1669.0,328.57097999999996,6495.0,1.648,0
Kepler-32 e,584.0,55.58,5504.0,0.83,0
Kepler-32 f,924.0,121.0,4530.8,0.45,0
Kepler-320 b,799.0,27.4026,4850.0,0.81,0
Kepler-320 c,1031.14,268.44,5977.0,1.006,0
Kepler-321 b,1285.16,342.997,5497.0,1.0561,0
Kepler-321 c,1062.0,196.694,6170.0,1.316,0
Kepler-322 b,684.0,14.5514,6170.0,1.316,0
Kepler-322 c,404.0,4.41,4447.2,0.2106,0
Kepler-323 b,929.25,163.056,4402.0,0.7,0
Kepler-323 c,1000.0,213.0,4526.0,0.462,0
Kepler-324 b,1715.0,342.59810400000003,5880.0,1.288,0
Kepler-324 c,703.49,59.13,5759.0,1.0,0
Kepler-324 e,764.0,57.0208,4530.8,0.46,0
Kepler-325 b,943.19,195.2882,5058.0,0.8036,0
Kepler-325 c,698.0,39.0,3690.0,0.515,0
Kepler-325 d,489.0,13.5,4265.96,0.2775,0
Kepler-326 b,602.99,33.0,5684.0,0.9574,0
Kepler-326 c,959.0,254.83,5879.0,1.24,0
Kepler-326 d,1198.0,299.0,5645.0,1.777,0
Kepler-327 b,782.98,92.36,5777.0,1.09,0
Kepler-327 c,767.0,57.78,3980.0,0.6243,0
Kepler-327 d,1099.79,329.6,5636.0,1.4286,0
Kepler-328 b,249.0,0.9,5636.0,1.4286,0
Kepler-328 c,755.55,53.91,4814.0,0.781,0
Kepler-329 b,694.09,58.618,5815.0,1.131,0
Kepler-329 c,485.0,10.8837,4277.0,0.338,0
Kepler-33 b,598.0,63.31,6179.0,1.14,0
Kepler-33 c,831.0,83.8379,3985.0,0.55,0
Kepler-33 d,673.0,36.1539,3985.0,0.55,0
Kepler-33 e,533.0,14.2074,3985.0,0.55,0
Kepler-33 f,651.64,192.521,5970.0,1.3137,0
Kepler-330 b,1005.43,237.996,5621.0,0.9715,0
Kepler-330 c,551.44,21.05,5169.0,0.81,0
Kepler-331 b,443.0,6.39,4065.0,0.597,0
Kepler-331 c,1566.0,240.87,5994.0,1.1,0
Kepler-331 d,877.67,140.93,5583.0,0.995,0
Kepler-332 b,824.0,73.7609,5746.0,1.1303,0
Kepler-332 c,707.89,55.4426,5284.0,0.8288,0
Kepler-332 d,1269.21,560.3349,5785.0,0.9356,0
Kepler-333 b,580.0,71.34,5859.0,0.98,0
Kepler-333 c,1040.0,223.9274,4316.0,0.662,0
Kepler-334 b,873.0,97.6159,4316.0,0.662,0
Kepler-334 c,690.0,24.9125,4316.0,0.662,0
Kepler-334 d,600.0,21.8202,4316.0,0.662,0
Kepler-335 b,521.0,0.6071,4316.0,0.662,0
Kepler-335 c,470.0,19.4978,4316.0,0.662,0
Kepler-336 b,697.84,56.25,4336.0,0.669,0
Kepler-336 c,974.95,214.17,4336.0,0.669,0
Kepler-336 d,1927.0,201.72854,5991.0,1.1632000000000002,0
Kepler-337 b,992.91,228.913,5631.0,1.3162,0
Kepler-337 c,734.31,69.26,5165.0,0.78,0
Kepler-338 b,1935.83,97.54242,5165.0,0.78,0
Kepler-338 c,922.72,164.26,5690.0,0.957,0
Kepler-338 d,493.7,10.7276,3863.0,0.547,0
Kepler-338 e,747.0,58.0,4687.0,0.715,0
Kepler-339 b,588.0,22.0,4687.0,0.715,0
Kepler-339 c,337.47,2.1473,4351.4,0.401575,1
Kepler-339 d,1694.1,267.929528,4914.0,0.746,0
Kepler-34 b,895.1,102.43,4994.0,0.745,0
Kepler-340 b,962.2,55.9743,4766.0,0.769,0
Kepler-340 c,1375.0,292.245,5734.0,1.51,0
Kepler-341 b,423.63,9.2972,4927.0,0.8049,0
Kepler-341 c,528.67,14.6287,5165.0,0.8123,0
Kepler-341 d,966.0,153.5185,6380.0,1.577,0
Kepler-341 e,2007.6,425.19238000000007,6237.0,1.6454,0
Kepler-342 b,1199.55,354.639,6039.0,1.3996,0
Kepler-342 c,568.1,17.35,4663.2,0.397,0
Kepler-342 d,1479.0,435.33,4985.0,0.808,0
Kepler-342 e,1701.0,852.162,5359.0,1.041,0
Kepler-343 b,615.0,23.786,6341.0,1.36,0
Kepler-343 c,1885.0,876.703,5752.0,0.94,0
Kepler-344 b,524.92,17.9436,4353.4,0.494,0
Kepler-344 c,674.54,51.0074,6241.0,1.6131,0
Kepler-345 b,378.0,3.4,3926.0,0.607,0
Kepler-345 c,2097.0,286.632488,5814.0,1.08,0
Kepler-346 b,368.0,7.4193,3650.0,0.441,1
Kepler-346 c,358.0,2.7528,5255.0,0.82,1
Kepler-347 b,2290.0,173.10690099381952,5478.352501167678,0.9586832829524681,0
Kepler-347 c,1488.0,628.0,5611.0,1.134,0
Kepler-347 d,1038.0,149.0,5611.0,1.134,0
Kepler-348 b,1221.39,525.9409,7130.0,0.9737288,0
Kepler-348 c,759.0,30.2653,6394.0,1.339,0
Kepler-349 b,400.2,4.09,5929.0,1.079,0
Kepler-349 c,530.9,13.185,4176.8,0.3273,0
Kepler-35 b,448.0,6.68,4063.8,0.3273,0
Kepler-350 b,576.34,26.0758,4174.0,0.62,0
Kepler-350 c,917.46,126.052,5626.0,1.7457,0
Kepler-350 d,1166.0,343.7178,5977.0,1.459,0
Kepler-351 b,1358.0,567.0,6490.0,1.241,0
Kepler-351 c,1828.82,465.85570399999995,6250.0,1.21,0
Kepler-351 d,646.0,29.035,5185.0,0.79,0
Kepler-352 b,910.0,117.7582,4525.4,0.35,0
Kepler-352 c,520.62,12.23,3710.0,0.535,0
Kepler-352 d,738.0,49.4,5201.0,0.774,0
Kepler-353 b,543.16,32.7,5192.0,0.796,0
Kepler-353 c,457.68,16.5,5192.0,0.796,0
Kepler-354 b,1138.0,265.56204,5192.0,0.796,0
Kepler-354 c,488.0,8.1,3800.0,0.534,0
Kepler-354 d,527.0,12.8,4084.4,0.475,0
Kepler-355 b,300.33,1.7338,5081.0,0.8481,1
Kepler-355 c,535.0,19.7144,4426.0,0.729,0
Kepler-356 b,329.0,3.0647,4426.0,0.729,1
Kepler-356 c,347.0,3.43,3759.0,0.44,1
Kepler-357 b,297.0,1.84,3759.0,0.44,1
Kepler-357 c,445.0,9.4,4795.897999999999,0.235,0
Kepler-357 d,349.0,3.7,3948.0,0.235,1
Kepler-358 b,1397.0,508.468,5627.0,0.932,0
Kepler-358 c,3646.0,328.57097999999996,6540.0,1.698,0
Kepler-359 b,384.0,3.61,3949.8,0.245,0
Kepler-359 c,780.53,86.2315,5968.0,1.1174,0
Kepler-359 d,666.0,32.0,4580.0,0.709,0
Kepler-36 b,306.0,1.4,4580.0,0.709,1
Kepler-36 c,395.0,4.0,3995.2,0.34,0
Kepler-360 b,728.0,47.3,5635.0,0.95,0
Kepler-360 c,1095.0,241.0,5635.0,0.95,0
Kepler-361 b,491.4,9.8,5635.0,0.95,0
Kepler-361 c,1484.0,515.939,6206.0,1.2179664000000001,0
Kepler-362 b,1802.0,383.41051600000003,6630.0,1.612,0
Kepler-362 c,1580.0,420.783256,6280.0,1.396,0
Kepler-363 b,1188.0,81.4989,5673.0,1.41,0
Kepler-363 c,497.0,10.1,5026.0,0.748,0
Kepler-363 d,628.0,25.9,5026.0,0.748,0
Kepler-364 b,1364.0,577.0,6270.0,1.2415999999999998,0
Kepler-364 c,348.0,2.71,5695.0,1.636,1
Kepler-365 b,1676.05,204.42239999999998,5966.0,1.1458000000000002,0
Kepler-365 c,1763.0,183.11717600000003,5966.0,1.248,0
Kepler-366 b,590.88,14.2526,4756.0,0.6909,0
Kepler-366 c,1860.0,233.455816,5634.0,1.043,0
Kepler-367 b,805.0,66.8553,5298.0,0.858,0
Kepler-367 c,652.07,42.7254,5169.0,0.808,0
Kepler-368 b,1259.0,406.0,6101.0,1.564,0
Kepler-368 c,1056.92,296.13,5253.0,0.834,0
Kepler-369 b,1688.0,310.403512,6248.0,1.573,0
Kepler-369 c,256.0,0.6703,3839.0,0.313,0
Kepler-37 b,2609.0,271.767008,5534.0,0.94,0
Kepler-37 c,550.0,13.0,4059.8,0.24,0
Kepler-37 d,771.46,83.7078,3943.0,0.631,0
Kepler-37 e,358.0,3.91,3993.4,0.464,1
Kepler-370 b,747.0,42.0912,5730.0,1.459,0
Kepler-370 c,234.9,0.8689600000000001,5730.0,1.459,0
Kepler-371 b,603.1,22.04,4664.0,0.662,0
Kepler-371 c,496.8,10.15,4664.0,0.662,0
Kepler-372 b,842.0,20.0982,5525.0,0.9,0
Kepler-372 c,1272.46,619.5809,4780.0,0.622,0
Kepler-372 d,799.0,13.8485,5581.0,1.05,0
Kepler-373 b,1478.0,791.0,4687.0,0.729,0
Kepler-373 c,544.0,14.57,4687.0,0.729,0
Kepler-374 b,1689.0,420.783256,6480.0,1.38,0
Kepler-374 c,1091.0,237.0,5306.0,0.886,0
Kepler-374 d,1000.0,162.7267,5360.0,0.846,0
Kepler-375 b,388.0,3.7,3948.0,0.211,0
Kepler-375 c,860.0,69.8726,5651.0,1.102,0
Kepler-376 b,885.0,132.5691,4802.0,0.69,0
Kepler-376 c,624.0,25.3,3707.0,0.622,0
Kepler-377 b,1378.0,753.1,5059.0,0.756,0
Kepler-377 c,696.0,58.3,5059.0,0.733,0
Kepler-378 b,1426.0,689.0,6033.0,1.417,0
Kepler-378 c,889.7,104.3,3943.0,0.6113,0
Kepler-379 b,449.0,6.69,4063.8,0.204,0
Kepler-379 c,705.0,41.0,4479.4,0.567,0
