pl_name,pl_eqt,pl_insol,st_teff,st_rad,habitable
Kepler-1075 b,660.0,44.86,6215.0,1.052,0
Kepler-1076 b,1187.0,468.31,5640.0,0.921,0
Kepler-1077 b,577.0,26.17,4406.0,0.628,0
Kepler-1078 b,1187.0,331.0,5495.0,0.9164,0
Kepler-1079 b,828.0,78.7,5495.0,0.9164,0
Kepler-108 b,430.0,5.71,5495.0,0.9164,0
Kepler-108 c,1004.0,169.8,5495.0,0.9164,0
Kepler-1080 b,681.0,35.9,5495.0,0.9164,0
Kepler-1081 b,524.0,11.46478,5495.0,0.9639,0
Kepler-1082 b,854.0,159.069,5678.0,0.944,0
Kepler-1083 b,806.0,126.361,5678.0,0.944,0
Kepler-1084 b,530.0,18.73,3757.0,0.576,0
Kepler-1085 b,359.0,3.92,3757.0,0.576,1
Kepler-1085 c,1402.0,911.28,5081.0,0.77,0
Kepler-1086 b,597.0,30.1,5081.0,0.77,0
Kepler-1086 c,683.0,64.549,6065.0,1.229,0
Kepler-1087 b,378.0,6.033,6065.0,1.229,0
Kepler-1088 b,802.0,108.504,4668.0,0.667,0
Kepler-1089 b,505.0,17.07,4668.0,0.667,0
Kepler-109 b,1308.0,668.215,5821.0,1.114,0
Kepler-109 c,1096.0,329.788,5821.0,1.114,0
Kepler-1090 b,855.0,121.816,5821.0,1.114,0
Kepler-1090 c,828.0,79.703,5812.0,1.238,0
Kepler-1091 b,683.0,36.886,5812.0,1.238,0
Kepler-1092 b,757.0,102.562,4321.0,0.546,0
Kepler-1093 b,389.0,7.14,4321.0,0.546,0
Kepler-1093 c,983.0,192.273,5764.0,1.185,0
Kepler-1094 b,825.0,95.51,5764.0,1.185,0
Kepler-1095 b,681.0,44.17,5764.0,1.185,0
Kepler-1096 b,1930.0,426.71111600000006,5920.0,1.588,0
Kepler-1097 b,1556.0,426.71111600000006,5920.0,1.588,0
Kepler-1098 b,1254.0,732.604,5920.0,1.588,0
Kepler-1099 b,1379.0,639.576,6092.0,1.314,0
Kepler-11 b,1141.0,300.165,6092.0,1.314,0
Kepler-11 c,999.0,176.283,6092.0,1.314,0
Kepler-11 d,880.0,106.345,6092.0,1.314,0
Kepler-11 e,668.0,48.662,5513.0,0.935,0
Kepler-11 f,486.0,13.637,5513.0,0.935,0
Kepler-11 g,2015.0,314.5096,6305.0,1.4764,0
Kepler-110 b,737.0,122.139,4559.0,0.65,0
Kepler-110 c,497.0,25.44,4559.0,0.65,0
Kepler-1100 b,954.0,158.188,5123.0,0.816,0
Kepler-1101 b,841.0,95.436,5123.0,0.816,0
Kepler-1102 b,830.0,133.866,5852.0,1.455,0
Kepler-1103 b,664.0,54.662,5852.0,1.455,0
Kepler-1104 b,1326.0,833.469,5696.0,1.195,0
Kepler-1105 b,1060.0,339.536,5696.0,1.195,0
Kepler-1106 b,758.0,196.402,6169.0,1.352,0
Kepler-1107 b,619.0,87.244,6169.0,1.352,0
Kepler-1108 b,784.0,105.073,5739.0,1.027,0
Kepler-1109 b,675.0,57.694,5739.0,1.027,0
Kepler-111 b,527.0,21.404,5739.0,1.027,0
Kepler-111 c,405.0,7.444,5739.0,1.027,0
Kepler-1110 b,1069.0,540.034,6091.0,1.26,0
Kepler-1111 b,814.0,182.057,6091.0,1.26,0
Kepler-1112 b,1413.0,309.0428,6171.0,1.799,0
Kepler-1113 b,1208.0,730.808,6171.0,1.799,0
Kepler-1114 b,1574.0,328.57097999999996,6341.0,1.76,0
Kepler-1115 b,1156.0,460.656,5502.0,1.063,0
Kepler-1116 b,500.0,16.147,5502.0,1.063,0
Kepler-1117 b,356.0,4.118,5542.0,1.02,1
Kepler-1118 b,1307.0,456.732,5786.0,1.491,0
Kepler-1119 b,766.0,54.105,5786.0,1.491,0
Kepler-112 b,598.0,20.01,5786.0,1.491,0
Kepler-112 c,279.0,1.013,5596.0,0.869,1
